Wavelength [nm],Ed0: 380,Ed0: 395,Ed0: 412,Ed0: 443,Ed0: 465,Ed0: 490,Ed0: 510,Ed0: 532,Ed0: 555,Ed0: 560,Ed0: 565,Ed0: 589,Ed0: 625,Ed0: 665,Ed0: 670,Ed0: 683,Ed0: 694,Ed0: 710,Ed0: PAR
586,0,0,0,0,0,0,0,0,0,0,0,0.985637141823539,0,0,0,0,0,0,0.889053914042625
587,0,0,0,0,0,0,0,0,0,0,0,0.993003587378695,0,0,0,0,0,0,0.883713472082509
588,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.888452855744489
589,0,0,0,0,0,0,0,0,0,0,0,0.993373194167055,0,0,0,0,0,0,0.891117906011092
590,0,0,0,0,0,0,0,0,0,0,0,0.955448640786264,0.00000948587268566193,0,0,0,0,0,0.886368790102162
591,0,0,0,0,0,0,0,0,0,0,0,0.890823845044323,0.0000395934972988628,0,0,0,0,0,0.888788966892352
592,0,0,0,0,0,0,0,0,0,0,0,0.781412575144009,0.0000339102036394656,0,0,0,0,0,0.892752500765585
593,0,0,0,0,0,0,0,0,0,0,0,0.608832041525674,0.000070110634012826,0,0,0,0,0,0.886324875150294
594,0,0,0,0,0,0,0,0,0,0,0,0.392671115942636,0.0000927090300161737,0,0,0,0,0,0.894603798902534
595,0,0,0,0,0,0,0,0,0,0,0,0.176006692560767,0.00012264640281484,0,0,0,0,0,0.895184661859412
596,0,0,0,0,0,0,0,0,0,0,0,0.0585462879716098,0.000229963530367293,0,0,0,0,0,0.892106556493127
597,0,0,0,0,0,0,0,0,0,0,0,0.0159223156159724,0.000265541524652264,0,0,0,0,0,0.908383437687568
598,0,0,0,0,0,0,0,0,0,0,0,0.00416743314859325,0.000320460194382274,0,0,0,0,0,0.902411592646642
599,0,0,0,0,0,0,0,0,0,0,0,0.00117381691036194,0.000416340635458566,0,0,0,0,0,0.907636666996385
600,0,0,0,0,0,0,0,0,0,0,0,0.000364267851687915,0.000445871717666958,0,0,0,0,0,0.906154106883257
601,0,0,0,0,0,0,0,0,0,0,0,0.000151396918952066,0.000535789689155715,0,0,0,0,0,0.920479814273438
602,0,0,0,0,0,0,0,0,0,0,0,0.0000795856478107675,0.000506374117726271,0,0,0,0,0,0.917837919378623
603,0,0,0,0,0,0,0,0,0,0,0,0.0000752542729189667,0.00050604997776792,0,0,0,0,0,0.92299458048789
604,0,0,0,0,0,0,0,0,0,0,0,0.0000668970553654549,0.000439468273799559,0,0,0,0,0,0.917720729191111
605,0,0,0,0,0,0,0,0,0,0,0,0.0000121879286185,0.000403548814305977,0,0,0,0,0,0.926030816578699
606,0,0,0,0,0,0,0,0,0,0,0,0,0.000401622227750629,0,0,0,0,0,0.924290097234381
607,0,0,0,0,0,0,0,0,0,0,0,0,0.000473795521379609,0,0,0,0,0,0.919622559072946
608,0,0,0,0,0,0,0,0,0,0,0,0,0.000552482457990305,0,0,0,0,0,0.921145104859865
609,0,0,0,0,0,0,0,0,0,0,0,0,0.00072470105130363,0,0,0,0,0,0.924679989841967
610,0,0,0,0,0,0,0,0,0,0,0,0,0.00108288836444686,0,0,0,0,0,0.929241477861736
611,0,0,0,0,0,0,0,0,0,0,0,0,0.0014862683658134,0,0,0,0,0,0.923388433570669
612,0,0,0,0,0,0,0,0,0,0,0,0,0.00213753618503312,0,0,0,0,0,0.922311978566142
613,0,0,0,0,0,0,0,0,0,0,0,0,0.00326508562896997,0,0,0,0,0,0.923989747882299
614,0,0,0,0,0,0,0,0,0,0,0,0,0.0057771142808843,0,0,0,0,0,0.921195993575169
615,0,0,0,0,0,0,0,0,0,0,0,0,0.0138514844694878,0,0,0,0,0,0.917286795956966
616,0,0,0,0,0,0,0,0,0,0,0,0,0.04619148496936,0,0,0,0,0,0.916100020832487
617,0,0,0,0,0,0,0,0,0,0,0,0,0.126927336400639,0,0,0,0,0,0.923689130686676
618,0,0,0,0,0,0,0,0,0,0,0,0,0.286775826508064,0,0,0,0,0,0.922707654570587
619,0,0,0,0,0,0,0,0,0,0,0,0,0.495979023319514,0,0,0,0,0,0.906725899719078
620,0,0,0,0,0,0,0,0,0,0,0,0,0.734369573465199,0,0,0,0,0,0.911139729499912
621,0,0,0,0,0,0,0,0,0,0,0,0,0.902499458092756,0,0,0,0,0,0.905018129707962
622,0,0,0,0,0,0,0,0,0,0,0,0,0.970357685663628,0,0,0,0,0,0.906088042450217
623,0,0,0,0,0,0,0,0,0,0,0,0,0.984380900653613,0,0,0,0,0,0.909226853250658
624,0,0,0,0,0,0,0,0,0,0,0,0,0.989893518596879,0,0,0,0,0,0.904531839483328
625,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.904825894877658
626,0,0,0,0,0,0,0,0,0,0,0,0,0.992559637188741,0,0,0,0,0,0.903136812665313
627,0,0,0,0,0,0,0,0,0,0,0,0,0.933879871956985,0,0,0,0,0,0.901576472880986
628,0,0,0,0,0,0,0,0,0,0,0,0,0.755791578599365,0,0.0000493591001668286,0,0,0,0.891324067475675
629,0,0,0,0,0,0,0,0,0,0,0,0,0.526580615438689,0,0.0000690920109214507,0,0,0,0.8884899503866
630,0,0,0,0,0,0,0,0,0,0,0,0,0.308907832215585,0,0.0000734406439023189,0,0,0,0.891736564886311
631,0,0,0,0,0,0,0,0,0,0,0,0,0.155211798571536,0,0.000118192060473518,0,0,0,0.879889678727203
632,0,0,0,0,0,0,0,0,0,0,0,0,0.0692365954764584,0,0.0000965409674900769,0,0,0,0.881688234662846
633,0,0,0,0,0,0,0,0,0,0,0,0,0.027343420772348,0.0000270980291273812,0.000161835902681804,0,0,0,0.879459581916182
634,0,0,0,0,0,0,0,0,0,0,0,0,0.00862575599998102,0.000040724643631401,0.000255318898263019,0,0,0,0.871012440733558
635,0,0,0,0,0,0,0,0,0,0,0,0,0.0031362019493845,0.0000802999314619742,0.000349618286251415,0,0,0,0.868774789285407
636,0,0,0,0,0,0,0,0,0,0,0,0,0.00130645318587295,0.0000722865192321319,0.00047926102384874,0,0,0,0.869916058978755
637,0,0,0,0,0,0,0,0,0,0,0,0,0.00058434283977278,0.000134363607055845,0.000598721126534777,0,0,0,0.865895256369667
638,0,0,0,0,0,0,0,0,0,0,0,0,0.000355309598400728,0.000160568893938089,0.000729915152941611,0,0,0,0.857119297063247
639,0,0,0,0,0,0,0,0,0,0,0,0,0.000208513627873555,0.000161936381198121,0.000844288324202791,0,0,0,0.857866277210703
640,0,0,0,0,0,0,0,0,0,0,0,0,0.000160310772068314,0.000170536161803067,0.000871297270981219,0,0,0,0.850594138269906
641,0,0,0,0,0,0,0,0,0,0,0,0,0.0000934399087516363,0.000143482604939055,0.000853412343856588,0,0,0,0.849844604784565
642,0,0,0,0,0,0,0,0,0,0,0,0,0.0000645926524494681,0.00019658013511949,0.000826723683999937,0,0,0,0.846124790112337
643,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137455395849289,0.000741402907234026,0,0,0,0.838892224860915
644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000158095853108809,0.000637457622277031,0,0,0,0.837967933556745
645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170934312071298,0.000567189012321651,0,0,0,0.832648501772044
646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202459259925249,0.000464260118849513,0,0,0,0.824601854758866
647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218697631059253,0.000412713463586099,0,0,0,0.826677572142048
648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000331626658207555,0.000364215346236169,0,0,0,0.820802445990298
649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000456970866834724,0.000313491497234615,0,0,0,0.817936732803279
650,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000592630223448858,0.000329294494605651,0,0,0,0.816083398575669
651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000876479168800714,0.000450358798841233,0,0,0,0.815844593476174
652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110465504356946,0.000465751723117026,0,0,0,0.819787229930944
653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147823668142613,0.000596085339301093,0,0,0,0.815713053904118
654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209343268078534,0.000663781481290045,0,0,0,0.808867188101955
655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294326258969854,0.000870946023689841,0,0,0,0.811914354059813
656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00475914785043424,0.00105705195977406,0,0,0,0.808376996212799
657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010498690441584,0.00140815345367971,0,0,0,0.804868851523076
658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313306377398693,0.00204217859131148,0.0000793589220320365,0,0,0.804425724671206
659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928778611566932,0.00322289554028847,0.000129780252400288,0,0,0.799967687325876
660,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235707952147148,0.00646182348195287,0.00016198563415856,0,0,0.805015094385508
661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473915823077897,0.0225859408281953,0.000160466164008014,0,0,0.799819198242736
662,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756891911204575,0.0934688302010805,0.000201354976942462,0,0,0.79625612593781
663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928941432542361,0.249332958549839,0.000290769837888481,0,0,0.799430766447844
664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984257021704013,0.489924707135911,0.000313378217368809,0,0,0.796848865014071
665,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.745046085070642,0.000503675624070063,0,0,0.798113020487427
666,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995321831189418,0.906038471733622,0.000584424588097626,0.0000698019823813686,0,0.793520961977633
667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988013019429418,0.967547035806931,0.000824462282143189,0.000177128363168948,0,0.797905387041789
668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946648676158367,0.97051906166886,0.00110647035599836,0.000161756309649778,0,0.791533845953015
669,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87332922113704,0.980989688562948,0.00152310622455183,0.000187313960342856,0,0.793585263020681
670,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711684663836124,1,0.00235704458217363,0.000205809448365205,0,0.802970280375883
671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4854271592167,0.985344859435764,0.00411361738984508,0.000214134365593739,0,0.799808707607694
672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250862204486327,0.919789235038486,0.0098170045790361,0.000224306953545183,0,0.791893100213993
673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892177962616445,0.789764886259425,0.0290501859352594,0.000182288728100081,0,0.798728585448864
674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207072574152395,0.566553197590486,0.0833815355584635,0.000183259824565437,0,0.803462195387878
675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044927917579679,0.311789935102492,0.193731269338552,0.000268652918513539,0,0.790194048177183
676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117188664146702,0.110504991229931,0.38063239961811,0.000288297610025902,0,0.791037711661662
677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000369960156192313,0.0188485709885331,0.608201597752103,0.00046570924972664,0,0.786687781953676
678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017630711633099,0.0018897470249087,0.802277152346276,0.00062819003549685,0,0.782083090984411
679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125751395264575,0.000278713984213363,0.907197244051925,0.00102863637787565,0,0.775453338296446
680,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000576365158026103,0.00010196494636174,0.947789613964072,0.00128988713765832,0.000050163661146641,0.773595748208355
681,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000306842062226178,0.0000779503803806665,0.959827569961467,0.00161496555194236,0.000118265102295876,0.767993178123332
682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000338400477479946,0.977168127081844,0.0022157927123738,0.000173858033122092,0.765992136624192
683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00303864380661677,0.000288988073036816,0.771223656284132
684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978995532887108,0.00480127459392856,0.000261697672877392,0.765701807215441
685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893622722415483,0.0103946777223663,0.000242065184136845,0.76046689857064
686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713539564076963,0.0354412915686109,0.000212968191458629,0.757366508440184
687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455839224981112,0.114319224846087,0.000265941101775789,0.74641984031886
688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213414920682328,0.288644042990769,0.000201453177867446,0.74707853066703
689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630798331268962,0.530772172512953,0.000211046273439439,0.745858635859246
690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00956261403500466,0.786987460981723,0.000205244527111385,0.749649433118441
691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196679777468507,0.911726972027985,0.000160504230875047,0.748373388966569
692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000572554442599925,0.954014129263341,0.000281074153906711,0.743361637985329
693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218876472971895,0.988474059616511,0.000293450525756457,0.743146108665608
694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018563692022682,1,0.000424323298059178,0.738661535942482
695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00009069161856,0.983345231747335,0.000774424381401147,0.729127636077534
696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000552003059834245,0.938345028446873,0.0010125375967045,0.730894437740279
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79995069838755,0.00158002439124691,0.722926453720136
698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567414936652081,0.00234755211387663,0.721540358456959
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301338655704335,0.00323740406756454,0.717069080432628
700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988210206816654,0.00442205018298121,0.710658815176397
701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183827107286008,0.00591997315309151,0.701957374263587
702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257633417117228,0.00925022735086497,0.69891446470495
703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000592040776286607,0.0198175260720574,0.679729290895314
704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020660635822788,0.0617694369697269,0.676038987157239
705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149886953856638,0.177136191256282,0.659159635500642
706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103088942827038,0.401067045396244,0.6377794146573
707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000560144484944029,0.669549369365149,0.596130200732661
708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882143025018113,0.537906682648539
709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988353780102491,0.477662805675973
710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.402254067512336
711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996402205156242,0.331780285259226
712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981418090361727,0.265025660328343
713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983109477036303,0.206384951841201
714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975291498307606,0.152658624823867
715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932102721472113,0.106398343249048
716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787150707469346,0.0674668862439822
717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542112083644951,0.0442729035098559
718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266337614617009,0.0298262989011137
719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705937088640542,0.0209186364982903
720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00943402255194813,0.0155903375497086
721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113519303571595,0.0122590456072568
722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000320784956758843,0.00993754295631261
723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00834702663608085
724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00691760182310304
725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00618833953593975
726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00524661804019459
727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442661182733461
728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00385161734670998
729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311202647567987
730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273584912726409
731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236803305034125
732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211607736521252
733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191348924052216
734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00173327424310801
735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00153946948209921
736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158311600595109
737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00158864453232457
738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140050974952414
739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014744255705492
740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001302262935611
741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00127371348531363
742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00117381641445468
743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00099425180359458
744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010213175162331
745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000904329996427336
746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000697565800428029
747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000746026548051999
748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000857197084323147
749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692274554757646
750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000711807440543804
751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000480681284987947
752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000677041564501458
753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000552233020597716
754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000533088741833751
755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000623821446013746
756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438370462841355
757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000547663255638456
758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000573252722488778
759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000594139266498135
760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000497605980435453
761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000414734684277308
762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271296476637636
763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000341407470738529
764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000387976346607475
765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000351396916492084
766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000442166569417266
767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000422261940247809
768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000237772810400257
769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000262561895532993
770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000262465384441113
771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020664374633248
772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219647570270072
773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000212451496687662
774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
