Wavelength [nm],Ed0: 380,Ed0: 395,Ed0: 412,Ed0: 443,Ed0: 465,Ed0: 490,Ed0: 510,Ed0: 532,Ed0: 555,Ed0: 560,Ed0: 565,Ed0: 589,Ed0: 625,Ed0: 665,Ed0: 670,Ed0: 683,Ed0: 694,Ed0: 710,Ed0: PAR
542,0,0,0,0,0,0,0,0.00122398166680975,0.0018679825348634,0.000374642150806988,0.000144918117400562,0,0,0,0,0,0,0,0.851975612834639
543,0,0,0,0,0,0,0,0.000416361888660697,0.00294651185083061,0.000472580430285854,0.000218778921913763,0,0,0,0,0,0,0,0.847919910089397
544,0,0,0,0,0,0,0,0.000186493949824302,0.00554040774522941,0.000592985212347089,0.000209817268973699,0,0,0,0,0,0,0,0.853103484209925
545,0,0,0,0,0,0,0,0.0000715222831764677,0.0156391221488326,0.000819160064802269,0.00022360583908663,0,0,0,0,0,0,0,0.853912861364517
546,0,0,0,0,0,0,0,0.0000472485728519785,0.0450831141752599,0.00106740696022026,0.000274757657688769,0,0,0,0,0,0,0,0.859245411956504
547,0,0,0,0,0,0,0,0.0000725720643268727,0.11616258725375,0.00140273542412093,0.000305661435199614,0.0000106740704412561,0,0,0,0,0,0,0.860491282949923
548,0,0,0,0,0,0,0,0.00000988138818546741,0.257911673579366,0.0017231313047834,0.00037858074080087,0.0000182637080131674,0,0,0,0,0,0,0.860123106785553
549,0,0,0,0,0,0,0,0,0.524493401583079,0.00241070345763635,0.000448805779350885,0.0000394136259863804,0,0,0,0,0,0,0.863751353294289
550,0,0,0,0,0,0,0,0,0.765417640716683,0.00357738475679165,0.00057062365139914,0.0000357965777584756,0,0,0,0,0,0,0.866166229168062
551,0,0,0,0,0,0,0,0,0.917451323591232,0.00760761120268212,0.000772893973333997,0.0000381158353839005,0,0,0,0,0,0,0.866007085548325
552,0,0,0,0,0,0,0,0,0.972297680223588,0.0214178007076517,0.00095626507412862,0.0000752628682984401,0,0,0,0,0,0,0.865236104091319
553,0,0,0,0,0,0,0,0,0.997078344183277,0.0790128413403123,0.00137959500315838,0.00010576070656228,0,0,0,0,0,0,0.874043916956472
554,0,0,0,0,0,0,0,0,1,0.210757436884829,0.00198897691523997,0.0000839095773429542,0,0,0,0,0,0,0.872029026955591
555,0,0,0,0,0,0,0,0,0.998810889116475,0.436399452207379,0.0039031682179461,0.000120191512677033,0,0,0,0,0,0,0.874485540298918
556,0,0,0,0,0,0,0,0,0.988077341864139,0.68778664643975,0.0105158170485376,0.000141527355195784,0,0,0,0,0,0,0.884622938065446
557,0,0,0,0,0,0,0,0,0.908590770647524,0.897667984277429,0.03608370323472,0.000160538755630663,0,0,0,0,0,0,0.878520312371927
558,0,0,0,0,0,0,0,0,0.738658725713453,0.991477457646528,0.122210481200994,0.000176765832614276,0,0,0,0,0,0,0.883394941737201
559,0,0,0,0,0,0,0,0,0.504136055678432,1,0.29436623764026,0.000191371734502248,0,0,0,0,0,0,0.888153696781338
560,0,0,0,0,0,0,0,0,0.280259153889108,0.991445711391839,0.530751001638932,0.000187900846120741,0,0,0,0,0,0,0.891947848666208
561,0,0,0,0,0,0,0,0,0.106145110718571,0.957452911739741,0.785194929277133,0.000205877482669661,0,0,0,0,0,0,0.886364203510325
562,0,0,0,0,0,0,0,0,0.0260641785768309,0.886261024366526,0.958370271621043,0.000220302769200446,0,0,0,0,0,0,0.885349581794181
563,0,0,0,0,0,0,0,0,0.0074585714634304,0.757935135670935,1,0.000222687761399365,0,0,0,0,0,0,0.891410080896807
564,0,0,0,0,0,0,0,0,0.00273235529330964,0.553862428023134,0.990138063940617,0.000253607532373781,0,0,0,0,0,0,0.888582252200549
565,0,0,0,0,0,0,0,0,0.00114347610464814,0.316319803669088,0.983653564132337,0.000287124015605792,0,0,0,0,0,0,0.894116011323292
566,0,0,0,0,0,0,0,0,0.000486194756450985,0.099729949599729,0.962121553209371,0.000379505419041984,0,0,0,0,0,0,0.900025937338476
567,0,0,0,0,0,0,0,0,0.00020768835094116,0.0176469857213488,0.900390219262806,0.000489626759262388,0,0,0,0,0,0,0.893750301670383
568,0,0,0,0,0,0,0,0,0.000127727125193456,0.00252405776376901,0.793455891763717,0.000611758146433897,0,0,0,0,0,0,0.899994901917735
569,0,0,0,0,0,0,0,0,0.0000676981772504205,0.000538401080324402,0.615053978095513,0.000749669767403933,0,0,0,0,0,0,0.898442514083954
570,0,0,0,0,0,0,0,0,0.0000484933056046884,0.000147175039566177,0.359753223061473,0.000921745738879778,0,0,0,0,0,0,0.88980230121192
571,0,0,0,0,0,0,0,0,0.0000635490930743119,0.0000587467433257943,0.124923426724746,0.00114091039274454,0,0,0,0,0,0,0.899406472701206
572,0,0,0,0,0,0,0,0,0.0000168970569620976,0.0000151942231860625,0.0255674122882367,0.00134288479560211,0,0,0,0,0,0,0.901192067262408
573,0,0,0,0,0,0,0,0,0.0000297109300710392,0.0000153369254337188,0.00382571724030845,0.00161102482805521,0,0,0,0,0,0,0.902232972865517
574,0,0,0,0,0,0,0,0,0,0,0.000601789145141395,0.00186344476597027,0,0,0,0,0,0,0.907181096838678
575,0,0,0,0,0,0,0,0,0,0,0.000147926135508179,0.00237324067359209,0,0,0,0,0,0,0.90473398095398
576,0,0,0,0,0,0,0,0,0,0,0.000087806429838947,0.00325206874856584,0,0,0,0,0,0,0.899598718999061
577,0,0,0,0,0,0,0,0,0,0,0,0.00578593981238302,0,0,0,0,0,0,0.90868167099639
578,0,0,0,0,0,0,0,0,0,0,0,0.0123676475175386,0,0,0,0,0,0,0.903276342314608
579,0,0,0,0,0,0,0,0,0,0,0,0.030225964680274,0,0,0,0,0,0,0.895316158825373
580,0,0,0,0,0,0,0,0,0,0,0,0.0814956890768209,0,0,0,0,0,0,0.897283257658318
581,0,0,0,0,0,0,0,0,0,0,0,0.178071942013305,0,0,0,0,0,0,0.89314076085044
582,0,0,0,0,0,0,0,0,0,0,0,0.337643152236804,0,0,0,0,0,0,0.899982679534203
583,0,0,0,0,0,0,0,0,0,0,0,0.528684387059479,0,0,0,0,0,0,0.886009373152029
584,0,0,0,0,0,0,0,0,0,0,0,0.752427030568779,0,0,0,0,0,0,0.890021698472531
585,0,0,0,0,0,0,0,0,0,0,0,0.927350370441522,0,0,0,0,0,0,0.891776137184672
