x, y
477.2881355932203, 0.001326259946949602
480, 0.017241379310344827
484.06779661016947, 0.027851458885941642
486.10169491525426, 0.04376657824933687
490.1694915254237, 0.0589978448275862
491.52542372881356, 0.08950182360742705
492.8813559322034, 0.14122596153846154
493.5593220338983, 0.18897131962864722
496.271186440678, 0.22478033819628646
496.9491525423729, 0.2605893567639257
498.3050847457627, 0.29772463527851456
498.9830508474576, 0.33353365384615385
500.33898305084745, 0.3693426724137931
501.01694915254234, 0.41310925066313
501.6949152542373, 0.45554956896551724
502.3728813559322, 0.4913585875331565
503.0508474576271, 0.5218625663129973
504.4067796610169, 0.549714025198939
504.4067796610169, 0.5775654840848806
505.08474576271186, 0.6067432029177718
506.4406779661017, 0.6319421419098142
506.4406779661017, 0.6544885610079575
506.4406779661017, 0.6704036803713528
512.542372881356, 0.6876450596816975
523.3898305084746, 0.7115177387267904
536.9491525423729, 0.7208015583554376
543.728813559322, 0.7460004973474801
547.7966101694915, 0.7645681366047745
551.8644067796611, 0.7804832559681697
558.6440677966102, 0.7751782161803713
566.7796610169491, 0.7711994363395225
575.593220338983, 0.7804832559681697
582.3728813559322, 0.7910933355437665
587.7966101694915, 0.803029675066313
593.8983050847457, 0.8136397546419097
597.2881355932203, 0.8202710543766578
604.0677966101695, 0.8521012931034483
609.4915254237288, 0.8773002320954907
612.8813559322034, 0.8918890915119363
617.6271186440678, 0.9064779509283819
621.6949152542372, 0.9184142904509284
626.4406779661017, 0.9303506299734747
633.8983050847457, 0.9303506299734747
641.3559322033898, 0.9316768899204243
648.1355932203389, 0.939634449602122
656.271186440678, 0.952897049071618
663.0508474576271, 0.9674859084880636
671.1864406779661, 0.9820747679045092
676.6101694915254, 0.9926848474801061
680, 0.9993161472148541
695.593220338983, 0.9993161472148541
709.8305084745763, 1.0006424071618036
715.9322033898304, 0.986053547745358
719.3220338983051, 0.9714646883289124
718.6440677966102, 0.9635071286472148
726.1016949152543, 0.9502445291777187
732.8813559322034, 0.959528348806366
740.3389830508474, 0.9701384283819628
749.1525423728813, 0.9582020888594164
756.6101694915254, 0.9475920092838196
772.2033898305085, 0.9276981100795756
785.0847457627119, 0.9091304708222812
791.1864406779661, 0.8879103116710875
797.9661016949152, 0.8680164124668435
800.6779661016949, 0.8600588527851458
809.4915254237287, 0.8481225132625995
816.2711864406779, 0.8388386936339522
819.6610169491526, 0.8202710543766578
824.4067796610169, 0.7937458554376657
828.4745762711864, 0.7685469164456233
833.8983050847457, 0.7446742374005305
840.6779661016949, 0.7181490384615384
848.1355932203389, 0.6902975795755968
854.9152542372881, 0.6677511604774535
861.0169491525423, 0.6505097811671087
864.4067796610169, 0.6279633620689655
868.4745762711864, 0.6014381631299734
872.542372881356, 0.5788917440318302
875.9322033898304, 0.5616503647214853
877.2881355932203, 0.5271676061007957
879.3220338983051, 0.4979898872679045
881.3559322033898, 0.46483338859416445
883.3898305084746, 0.42371933023872677
885.4237288135594, 0.3985203912466843
886.7796610169491, 0.37066893236074266
887.457627118644, 0.34281747347480107
889.4915254237287, 0.309660974801061
892.2033898305085, 0.2791569960212201
894.2372881355932, 0.24600049734748008
896.9491525423729, 0.21947529840848806
898.3050847457628, 0.1876450596816976
900.3389830508474, 0.15846734084880637
903.050847457627, 0.1239845822281167
907.1186440677966, 0.09745938328912467
907.7966101694915, 0.06828166445623342
910.5084745762712, 0.040430205570291776
912.542372881356, 0.01655752652519894
912.542372881356, 0.0019686671087533157
940.3389830508474, 0.0006424071618037134
963.3898305084746, 0.0019686671087533157
985.0847457627118, 0.0006424071618037134
992.542372881356, 0.0006424071618037134
459.66101694915255, 0.0006424071618037134
440.6779661016949, 0.0006424071618037134
419.66101694915255, 0.0006424071618037134
408.8135593220339, 0.0006424071618037134
